A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,Class
2,5,24,37,29,20,7,9,19,41,42,5,11,2,46,20,7,2,35,46,31,24,44,46,24,48,3,46,30,40,13,13,35,14,5,25,33,28,15,42,46,31,24,7,3,49,18,30,22,43,42,C
2,5,11,47,47,48,30,41,37,37,28,33,48,18,14,42,39,44,14,10,11,25,9,36,18,31,30,4,2,30,25,13,19,40,27,27,34,28,31,28,38,20,16,28,3,10,49,37,34,21,26,C
2,5,6,26,22,13,38,8,14,46,35,30,5,12,42,48,47,43,34,40,44,25,6,29,39,11,5,13,33,1,16,22,10,40,9,39,8,24,11,49,47,14,12,12,22,7,23,16,43,38,28,C
2,5,35,46,18,10,34,18,9,31,49,22,3,28,13,7,14,29,19,26,47,46,14,38,15,42,1,49,27,49,21,27,3,6,24,34,50,3,28,10,25,20,23,3,9,21,26,49,27,1,18,C
2,5,44,1,25,22,2,30,2,39,37,26,28,23,49,29,8,17,7,1,39,1,25,1,13,38,28,25,18,1,37,38,31,12,22,4,15,49,32,50,23,28,14,5,1,18,23,41,3,21,32,C
2,5,44,14,50,47,49,35,43,35,38,20,40,21,37,44,20,49,13,45,34,25,9,10,44,31,28,12,10,47,16,3,49,21,41,50,18,21,15,32,37,39,8,1,1,30,19,19,27,15,38,C
2,5,43,42,27,24,15,18,48,43,31,21,7,1,35,24,35,24,4,12,4,44,20,21,5,15,35,38,17,31,34,11,45,38,22,31,29,31,31,21,41,35,14,42,42,42,34,1,15,2,28,C
2,5,23,38,3,3,49,42,48,26,34,11,45,8,48,26,43,44,45,6,19,17,35,16,11,45,12,23,41,24,42,14,38,42,45,37,40,46,13,15,6,45,18,33,50,10,40,4,31,8,31,C
2,5,13,31,41,11,28,36,29,34,32,18,5,14,43,17,26,26,22,38,5,39,48,34,25,49,14,40,36,10,6,39,9,40,30,9,32,42,15,32,17,7,38,44,33,40,5,41,37,35,9,C
2,5,26,14,23,39,32,24,39,10,20,30,22,44,35,21,38,7,26,25,17,17,7,46,33,33,41,1,3,36,45,32,44,47,8,6,47,20,23,17,36,41,1,33,15,22,25,24,49,13,27,C
2,5,37,50,50,8,15,45,35,38,46,18,5,8,7,23,48,39,35,26,26,27,27,35,42,10,4,45,6,36,5,13,37,26,9,21,30,24,13,14,44,36,18,9,14,11,4,7,2,2,35,C
2,5,2,32,12,41,29,41,21,27,1,31,4,31,16,8,48,46,4,15,39,33,21,22,17,39,28,16,14,40,38,25,6,40,5,9,34,10,40,13,4,30,7,42,31,28,8,35,3,20,13,C
2,5,45,26,49,3,45,25,43,22,33,4,17,13,21,37,50,45,8,48,8,6,15,6,6,26,30,4,48,24,18,41,9,40,46,6,20,31,38,33,37,33,7,37,16,11,4,3,9,14,9,C
2,5,24,19,23,10,42,32,12,12,10,45,23,26,18,4,6,15,39,32,21,7,26,39,9,37,43,30,36,25,46,50,50,21,32,12,10,9,44,27,50,17,10,44,7,43,17,33,27,10,40,C
2,5,46,38,22,23,35,31,28,42,3,5,17,27,44,8,1,7,2,21,37,47,36,32,22,40,1,44,4,28,11,50,31,9,27,7,43,43,13,3,18,40,41,19,32,1,19,2,29,1,34,C
2,5,49,45,16,40,35,20,27,50,9,5,12,2,26,48,30,36,20,21,50,24,48,4,36,39,24,7,2,42,23,35,6,3,6,30,13,2,46,34,12,17,10,28,5,50,35,22,15,1,27,C
2,5,37,34,42,48,9,27,30,33,39,18,23,11,46,48,19,3,43,21,6,42,22,18,24,12,22,40,31,50,18,37,24,3,10,46,8,11,50,18,11,47,2,19,30,17,42,47,19,4,44,C
2,5,29,45,37,33,1,35,25,44,46,44,13,33,45,37,22,38,49,29,42,4,42,31,13,20,8,28,48,6,40,4,23,13,45,38,4,38,8,40,38,11,45,5,24,10,12,31,45,39,20,C
2,5,33,50,23,37,40,30,49,29,2,41,13,19,24,6,36,12,37,43,15,38,45,20,30,33,32,15,46,43,7,36,2,27,43,23,7,16,12,28,6,7,38,44,8,32,32,42,21,50,32,C
2,5,12,1,39,49,21,46,5,21,3,15,8,9,37,30,11,6,14,37,16,3,8,29,3,19,9,29,27,50,48,50,1,24,43,9,2,15,5,6,37,41,47,27,15,43,12,9,8,17,23,C
2,5,17,5,24,45,22,27,9,10,13,3,25,36,50,15,25,12,22,38,20,39,1,15,43,15,15,37,48,32,2,22,21,28,5,45,11,19,47,31,40,46,16,20,8,19,50,5,42,35,4,C
2,5,45,35,41,31,4,48,15,7,32,4,6,2,31,20,1,3,33,1,5,29,5,1,42,4,20,19,46,30,10,31,39,28,41,49,13,48,5,48,28,29,9,30,42,8,1,24,18,26,43,C
2,5,16,49,31,5,37,12,47,42,38,4,15,36,18,25,15,47,19,38,2,48,39,9,11,27,42,14,38,1,4,10,32,46,29,41,45,9,26,50,23,28,26,42,49,35,42,8,38,30,42,C
2,5,6,3,40,18,6,32,21,25,24,37,38,19,10,15,5,43,26,8,12,38,20,5,22,36,31,49,16,43,42,11,16,32,35,36,37,5,30,36,29,6,42,45,34,33,6,3,6,18,25,C
2,5,9,24,18,1,18,24,6,13,4,21,33,12,50,43,26,33,50,12,15,44,23,42,11,1,47,14,1,25,13,24,8,30,47,41,19,41,30,9,1,11,10,49,45,28,3,24,12,49,21,C
2,5,27,46,22,27,34,13,43,37,16,37,26,28,18,35,14,30,5,3,33,50,32,16,41,1,36,17,35,6,12,5,10,48,15,41,23,13,40,25,2,48,36,42,16,13,22,23,31,47,12,C
2,5,42,40,2,37,18,36,48,25,29,29,44,15,16,34,14,27,39,31,10,45,6,18,28,11,30,24,8,36,30,24,43,29,1,12,47,26,3,12,31,5,45,19,34,16,27,31,13,45,38,C
2,5,14,10,11,3,3,20,40,13,6,50,1,9,50,11,40,42,4,47,44,3,35,6,5,26,33,5,26,33,24,35,48,41,16,38,20,39,4,37,43,32,22,29,33,22,50,45,37,22,45,C
2,5,6,3,6,22,49,17,8,35,26,28,16,1,39,15,17,21,13,12,5,22,26,14,3,24,26,26,15,36,31,42,4,14,24,31,42,46,1,43,29,31,20,38,30,22,14,24,14,22,8,C
2,5,6,50,34,13,37,40,36,42,6,23,50,10,19,16,26,6,14,37,16,31,11,38,39,25,45,45,19,22,37,10,9,35,46,48,38,35,10,41,29,21,9,46,16,28,7,41,29,47,8,C
2,5,8,19,29,4,47,11,9,3,39,41,21,45,19,22,47,31,16,6,23,21,5,47,36,12,32,18,26,42,33,37,21,20,4,47,37,13,32,19,33,4,25,32,3,14,9,4,30,15,21,C
2,5,7,13,6,2,43,48,49,11,4,14,24,15,3,11,17,24,17,43,18,42,11,16,38,43,34,27,31,44,50,12,3,50,1,46,23,50,37,21,32,31,14,42,16,32,1,37,1,35,37,C
2,5,32,12,29,18,33,15,37,5,41,6,42,39,37,31,49,4,35,48,2,39,24,18,45,26,31,2,19,28,41,16,35,15,27,19,17,44,6,32,44,18,38,14,31,21,46,40,3,44,49,C
2,5,25,26,47,23,12,12,41,45,48,2,12,6,44,9,17,43,47,42,49,17,7,31,20,29,4,32,47,50,35,34,31,48,21,20,30,47,5,9,26,12,26,8,3,31,47,40,24,3,48,C
2,5,13,2,36,24,7,34,33,40,14,12,24,25,39,15,39,28,25,19,3,4,3,13,6,30,11,14,37,13,28,44,18,24,33,26,13,37,26,21,3,40,36,21,36,10,8,13,7,12,29,C
2,5,18,18,10,6,36,47,50,30,40,23,19,29,49,20,36,23,8,23,28,47,21,1,15,47,50,43,15,8,24,44,30,10,12,47,1,6,4,27,1,43,27,13,6,2,28,11,42,12,50,C
2,5,43,3,10,27,5,13,12,31,33,42,25,35,4,49,23,32,3,18,46,32,45,11,32,32,25,8,43,49,10,26,14,14,38,10,36,14,19,43,3,42,6,36,29,40,39,44,18,18,18,C
2,5,9,45,36,3,22,45,31,23,46,7,33,29,30,43,47,31,29,44,22,19,34,19,20,49,10,2,35,19,41,9,47,38,9,21,42,5,16,1,21,31,9,9,12,43,33,25,13,22,42,C
2,5,5,45,5,8,44,46,8,8,32,11,19,45,34,11,16,10,6,2,25,35,33,46,30,14,9,35,37,9,29,1,19,16,2,36,35,8,7,29,38,46,47,36,21,12,19,41,9,7,19,C
2,5,29,9,26,44,38,30,9,22,37,22,40,44,32,14,35,48,30,25,46,46,8,12,40,36,6,14,15,47,13,10,39,10,24,40,39,21,44,31,11,10,45,14,47,35,17,19,22,32,29,C
2,5,48,8,4,17,1,29,18,50,4,13,37,29,6,43,41,11,17,17,25,47,33,29,19,23,24,50,8,4,1,35,31,17,18,7,39,26,33,31,23,21,16,9,22,24,10,18,40,13,47,C
2,5,23,40,26,12,35,47,9,12,9,5,39,13,15,28,14,9,27,35,44,20,10,4,8,3,28,10,46,2,16,26,13,3,23,14,45,30,17,19,39,6,6,24,36,23,14,24,19,31,37,C
2,5,40,45,25,6,9,8,40,26,43,37,9,13,12,26,30,24,45,31,27,50,23,14,28,14,25,31,8,1,28,6,8,36,32,26,19,12,37,20,2,14,10,37,8,34,15,37,41,1,22,C
2,5,7,38,49,47,13,48,24,48,10,19,3,15,13,2,7,15,18,7,31,13,40,1,43,2,49,49,25,16,13,17,27,6,37,30,36,45,29,3,11,30,43,37,2,24,2,40,19,50,2,C
2,5,39,31,8,25,50,50,33,26,31,27,23,22,21,15,47,35,30,20,3,18,40,13,29,28,16,6,4,1,43,7,47,32,18,39,6,15,21,2,24,22,4,18,16,15,10,49,27,35,14,C
2,5,20,29,14,20,9,40,42,39,25,23,19,11,19,42,24,21,11,44,8,2,38,14,5,47,39,27,6,3,24,38,34,13,47,39,43,4,14,24,38,18,21,18,2,30,12,49,44,14,3,C
2,5,12,22,13,12,2,42,6,17,45,47,41,8,19,45,3,32,43,32,9,34,22,12,45,50,46,4,46,36,44,5,3,42,34,46,7,43,41,19,3,11,38,14,20,2,17,28,20,47,31,C
2,5,43,10,44,33,49,47,5,1,29,48,19,19,19,10,48,20,48,5,38,14,45,15,38,11,49,22,36,20,45,38,30,42,25,15,46,42,10,40,27,41,25,41,2,44,22,45,2,4,22,C
2,5,39,39,7,45,27,1,39,48,36,8,38,33,35,39,49,44,24,22,18,50,8,42,38,49,27,48,21,20,19,48,15,31,32,37,13,50,35,30,45,22,30,19,39,24,41,37,29,10,50,C
2,5,37,42,21,29,22,40,41,42,3,23,31,47,1,31,40,41,42,18,18,4,16,43,42,40,48,20,31,43,40,21,12,26,44,3,44,47,29,36,9,7,26,19,33,7,29,20,38,13,29,C
2,5,4,14,32,42,8,25,27,10,6,23,33,36,48,11,29,43,44,41,22,11,14,39,15,6,49,11,15,21,6,12,35,19,38,6,8,43,2,16,49,30,8,45,33,25,42,43,38,31,48,C
2,5,48,35,16,7,1,16,50,35,42,15,11,3,30,17,30,16,37,43,1,15,9,10,26,29,12,29,28,26,17,30,3,33,27,33,5,29,13,41,32,50,47,9,7,3,39,13,38,16,44,C
2,5,8,37,39,50,47,24,29,3,17,10,35,43,18,22,27,2,32,50,16,49,50,12,25,14,33,34,22,4,47,30,12,43,10,31,9,37,36,7,23,27,34,15,33,42,11,49,30,18,16,C
2,5,1,17,8,37,29,49,18,13,11,28,11,41,41,25,12,49,9,7,15,39,13,7,42,25,38,36,9,21,23,50,20,43,50,14,40,17,38,6,19,38,40,9,4,24,26,46,31,8,4,C
2,5,21,49,7,41,17,13,19,7,39,10,5,2,32,7,47,34,43,18,29,29,4,48,41,24,23,13,33,11,11,2,8,8,17,17,10,22,19,49,14,14,24,29,12,42,38,42,43,14,46,C
2,5,23,30,37,33,6,41,39,19,34,20,44,16,43,8,13,33,42,41,26,20,26,21,46,35,15,28,43,43,12,19,13,45,27,46,13,25,18,28,15,38,37,31,37,43,33,14,17,33,48,C
2,5,5,41,21,32,16,30,47,9,38,29,30,50,21,44,5,24,18,31,3,15,44,22,12,10,12,36,44,44,23,49,6,13,4,28,4,2,30,35,18,41,25,34,50,45,3,34,45,5,50,C
2,5,12,4,23,41,28,27,48,46,15,21,33,6,24,13,8,34,13,45,16,3,47,15,34,43,23,18,1,14,38,47,41,19,31,10,14,27,17,8,50,49,32,36,48,29,5,14,39,48,23,C
2,5,11,42,36,30,1,43,46,21,38,49,11,27,25,47,48,24,1,7,50,40,9,16,43,49,16,6,42,42,14,18,21,26,12,43,23,27,38,20,49,24,27,17,16,39,24,5,28,27,50,C
2,5,31,23,42,50,41,29,2,43,21,25,31,6,44,27,23,45,46,47,19,49,50,36,43,23,49,48,22,4,17,48,9,37,25,28,14,31,39,48,16,37,18,3,22,29,44,8,46,11,21,C
2,5,28,35,19,43,37,37,25,29,27,47,45,42,6,23,48,44,33,48,18,40,45,41,1,49,36,17,29,30,17,38,12,13,15,8,9,31,34,30,35,44,21,27,34,26,47,33,20,49,50,C
2,5,48,13,41,6,21,12,2,25,43,29,10,15,32,40,26,11,1,13,35,46,25,49,7,43,41,8,38,2,17,17,39,49,24,13,45,2,25,23,33,9,42,23,4,33,8,11,13,46,2,C
2,5,11,46,23,35,34,30,23,36,36,19,40,5,5,12,45,18,28,23,50,9,49,16,36,12,7,30,45,44,46,40,18,2,48,9,1,16,37,50,4,17,31,30,44,45,34,6,11,6,44,C
2,5,33,37,11,37,37,33,19,7,50,4,49,26,14,4,13,45,1,42,12,13,50,47,39,11,41,48,29,15,46,13,4,41,1,3,31,46,49,10,31,16,1,5,32,24,32,7,32,14,15,C
2,5,9,3,33,49,38,22,23,26,32,7,44,13,3,46,14,43,7,46,23,30,30,1,12,25,32,47,11,17,20,48,3,25,25,13,44,33,23,12,44,22,38,34,33,46,31,23,23,5,36,C
2,5,3,32,36,12,40,49,41,9,40,22,28,10,50,38,15,19,34,35,43,3,10,24,31,26,48,24,19,22,33,1,40,27,17,8,21,36,33,15,2,9,32,13,18,22,20,43,9,14,8,C
2,5,37,42,17,28,4,35,24,4,25,19,29,9,45,8,13,46,13,5,2,29,15,21,33,20,48,29,48,42,35,12,11,25,2,23,31,31,15,37,27,50,44,40,6,32,11,34,18,20,45,C
2,5,17,30,40,21,4,3,50,31,14,41,6,32,29,36,29,31,1,8,27,6,19,47,49,41,48,33,32,42,34,31,47,16,10,32,27,36,30,11,26,9,50,38,18,11,17,4,40,36,28,C
2,5,3,42,17,30,12,11,18,35,5,25,46,42,43,8,23,30,19,14,8,23,43,4,44,38,41,11,37,11,48,1,44,24,8,1,5,7,3,29,46,11,38,14,40,31,18,41,17,7,27,C
2,5,40,50,40,21,16,40,2,39,37,13,36,49,16,33,44,31,35,7,14,43,11,11,46,3,33,11,33,34,15,42,14,41,27,11,43,1,22,30,40,23,47,33,47,41,27,41,49,49,46,C
2,5,13,28,5,1,46,40,2,19,25,32,10,38,2,11,7,18,40,15,42,27,50,7,34,7,34,14,18,9,49,2,34,17,3,12,3,50,28,41,4,19,27,41,45,31,10,5,12,16,11,C
2,5,28,47,11,29,35,5,1,38,32,38,5,28,3,4,25,41,5,34,6,13,21,4,28,35,39,41,43,31,49,12,49,34,6,7,6,26,48,38,27,24,30,9,8,1,17,22,30,12,30,C
2,5,12,31,43,44,35,33,5,46,40,44,1,38,48,42,49,21,44,34,27,15,8,50,43,37,13,25,9,48,31,2,20,28,35,28,2,40,2,11,24,27,49,24,26,50,27,23,13,35,18,C
2,5,27,43,48,41,47,4,1,40,50,14,15,17,49,18,43,3,21,43,37,49,21,29,16,24,35,29,32,47,40,19,36,47,39,27,18,5,38,3,45,33,14,38,7,36,7,11,49,35,38,C
2,5,29,15,1,49,27,22,17,22,43,31,13,1,16,34,46,14,43,27,28,17,12,11,49,41,48,4,32,19,39,50,19,27,45,21,17,21,33,5,36,34,9,3,23,32,41,34,18,44,8,C
2,5,38,24,16,46,31,3,23,41,37,43,1,35,31,49,2,35,35,10,14,49,23,15,15,43,43,13,24,28,12,12,14,11,49,23,43,22,27,34,45,30,29,23,49,13,4,19,27,22,1,C
2,5,49,9,30,38,3,39,6,10,37,48,5,29,26,37,45,29,25,12,34,14,40,14,30,36,2,34,15,15,26,32,38,45,28,13,2,30,30,35,2,42,22,23,36,15,23,20,21,3,7,C
2,5,19,7,32,21,34,25,24,14,31,25,27,24,41,14,19,34,25,26,23,30,4,2,1,29,15,45,6,24,3,45,1,24,44,35,16,7,50,47,50,38,27,14,49,36,18,13,41,50,35,C
2,5,28,6,10,3,34,9,50,5,1,40,49,36,14,20,23,27,26,29,46,5,24,32,25,4,22,26,26,4,45,43,49,23,9,43,27,34,22,18,1,1,1,29,19,34,37,19,19,31,16,C
2,5,49,40,31,21,22,23,46,5,12,20,32,50,33,35,29,5,32,13,9,48,18,2,35,48,1,11,5,14,10,16,31,39,45,8,34,13,38,50,28,47,45,33,30,22,27,39,6,42,12,C
2,5,46,36,17,45,21,22,20,4,17,32,39,14,4,20,20,33,14,50,13,5,12,21,7,43,28,24,28,2,10,22,9,14,46,6,13,8,33,30,43,24,29,29,17,46,38,7,31,6,47,C
2,5,20,6,41,7,47,50,12,30,19,17,22,18,22,15,21,9,42,38,34,27,7,16,27,46,8,32,7,36,19,5,39,38,21,12,44,6,4,24,31,48,49,46,9,2,24,42,19,26,42,C
2,5,39,14,42,8,42,34,33,37,21,1,36,4,46,15,46,28,34,31,48,4,50,45,16,22,2,11,35,27,45,47,16,35,31,50,19,11,18,40,44,16,34,5,45,20,22,24,26,29,44,C
2,5,14,40,42,35,33,1,29,25,24,27,16,31,31,44,9,24,43,37,11,50,37,15,13,48,33,45,2,17,48,16,6,26,44,28,4,29,45,30,27,24,10,40,25,10,40,13,4,10,44,C
2,5,30,2,50,44,34,42,5,40,17,6,29,28,28,47,17,35,9,46,2,20,22,38,8,4,49,17,4,3,38,43,25,46,32,48,45,44,4,39,47,26,49,31,20,32,37,18,2,5,3,C
2,5,41,35,33,50,36,7,17,43,21,44,30,38,19,36,45,23,4,50,6,25,26,35,21,19,25,33,36,15,25,44,19,12,47,41,4,5,6,40,45,34,22,46,13,44,47,48,39,32,25,C
2,5,23,11,39,41,5,35,49,12,38,17,5,10,9,22,4,21,49,35,6,15,39,39,14,10,1,16,10,31,18,3,12,23,37,42,29,44,3,38,14,39,37,39,3,27,11,20,14,41,9,C
2,6,38,45,19,18,38,38,19,39,21,12,30,23,11,39,38,25,36,47,48,35,22,30,21,19,2,2,1,11,14,15,22,16,29,1,6,1,22,45,7,36,38,37,50,20,13,15,12,28,49,D
2,6,25,7,18,11,33,8,36,13,8,43,29,6,48,3,40,41,50,41,18,3,1,21,29,47,9,40,9,39,41,4,36,24,21,1,19,20,30,15,36,38,28,37,12,34,50,17,11,32,23,D
2,6,38,5,31,9,25,40,35,34,24,38,27,28,17,50,30,24,16,24,33,43,42,23,4,23,23,30,30,17,20,40,7,43,33,14,35,18,34,37,47,41,7,38,23,2,50,39,6,10,1,D
2,6,45,35,30,19,37,9,19,1,1,46,9,19,35,20,34,26,25,33,49,3,14,19,7,50,7,30,26,1,30,33,13,20,4,6,36,26,23,41,48,43,4,49,9,49,1,40,14,46,30,D
2,6,47,48,12,40,41,11,20,25,40,5,7,20,47,2,40,6,20,14,24,25,8,42,50,33,16,27,26,48,16,46,20,3,20,15,25,32,38,3,48,22,49,14,31,28,13,9,33,5,48,D
2,6,15,24,22,25,4,20,10,28,32,18,8,47,41,38,10,23,7,8,7,49,13,19,39,11,47,25,46,41,4,20,48,46,12,47,5,22,32,20,12,4,8,7,40,43,18,21,35,18,16,D
2,6,22,18,36,3,27,49,11,7,40,48,11,33,47,18,10,47,26,1,43,27,42,26,44,8,46,49,12,17,12,15,2,33,36,49,36,26,24,41,47,27,5,33,4,10,38,5,35,13,26,D
2,6,26,30,41,36,3,41,42,25,36,21,37,46,8,41,29,5,18,12,31,50,40,27,14,35,11,13,40,7,35,27,5,15,14,49,37,18,3,14,40,34,3,33,23,45,40,6,28,20,46,D
2,6,9,12,35,43,27,30,26,3,5,48,44,22,9,43,16,30,25,13,30,21,44,9,23,48,43,24,18,43,2,41,1,32,30,38,29,8,21,20,22,22,26,24,8,29,25,2,21,35,49,D
2,6,30,50,27,3,5,47,44,15,22,20,47,34,7,46,7,49,41,30,14,23,25,22,13,48,34,45,10,50,37,42,17,14,37,21,32,45,14,27,28,34,7,17,3,26,41,5,42,46,50,D
2,6,30,41,3,34,26,19,8,32,47,22,24,35,7,24,6,2,14,13,24,46,34,30,1,28,44,38,37,49,6,43,43,10,6,24,1,50,3,45,11,30,29,21,36,6,47,21,49,14,36,D
2,6,4,20,40,30,39,30,3,35,5,3,20,16,14,45,44,5,11,27,27,27,42,29,18,30,5,48,5,3,39,7,47,45,48,6,44,25,19,1,16,20,14,43,40,8,16,20,28,24,19,D
2,6,14,39,14,23,47,37,23,17,12,34,13,29,17,33,50,20,16,37,19,7,30,17,17,13,35,15,17,35,19,22,14,43,35,45,37,23,15,34,25,14,25,33,34,40,2,24,47,20,48,D
2,6,25,16,46,26,47,4,39,38,17,26,11,21,39,24,6,48,40,11,25,50,35,26,24,13,23,20,50,22,17,48,48,33,37,41,17,44,42,14,45,36,35,23,19,24,34,44,9,41,43,D
2,6,18,50,49,21,33,26,5,29,1,27,28,43,30,21,6,47,40,25,7,5,10,32,20,43,15,2,15,1,25,19,39,22,47,10,23,2,27,42,50,31,17,33,11,25,39,40,22,39,35,D
2,6,6,19,1,33,14,10,9,42,46,14,46,14,44,46,3,7,44,32,47,2,29,50,31,30,5,47,15,6,4,41,42,40,11,49,39,47,28,49,11,25,1,28,38,34,37,44,39,11,35,D
2,6,26,1,1,12,4,38,44,10,17,8,8,21,33,14,25,28,4,4,50,1,47,48,5,4,14,39,13,5,9,17,29,13,46,50,22,47,27,15,17,8,33,16,14,47,38,25,43,13,20,D
2,6,37,1,50,40,10,44,27,44,26,6,26,8,30,8,38,25,11,43,36,25,25,39,25,20,23,16,33,17,15,50,11,40,42,5,20,9,17,14,28,14,20,29,5,23,27,11,35,1,21,D
2,6,22,3,50,17,48,40,29,19,7,42,14,27,46,25,25,10,49,3,7,23,49,7,45,32,34,50,24,36,48,40,24,1,18,32,36,46,6,37,43,29,22,41,1,25,3,45,32,2,19,D
2,6,20,32,46,10,36,48,8,18,25,38,15,41,33,3,30,2,35,44,33,41,21,25,35,2,33,20,39,47,9,43,32,6,22,41,40,4,12,36,3,16,37,42,33,49,41,4,26,3,14,D
2,6,10,7,16,7,38,40,21,40,19,7,46,49,25,39,37,41,18,25,34,48,27,30,9,48,30,27,36,49,50,30,9,44,28,15,22,44,15,31,38,45,21,8,18,33,15,43,7,46,40,D
2,6,12,40,34,42,31,40,20,36,28,48,47,35,13,42,41,9,1,1,24,34,29,50,45,31,2,17,9,7,19,12,16,7,41,4,18,18,35,19,34,15,15,4,12,8,5,33,19,18,31,D
2,6,43,21,48,7,45,21,15,30,7,18,10,38,49,39,22,43,16,3,19,37,33,35,30,16,35,43,8,8,4,23,28,15,25,14,16,15,44,46,13,43,39,37,40,4,48,48,30,4,3,D
2,6,19,48,12,5,26,5,34,50,22,44,41,26,31,18,6,26,19,16,28,42,15,30,26,45,16,24,43,38,47,33,30,27,16,40,18,25,17,45,33,32,23,16,20,8,1,48,13,3,21,D
2,6,15,31,45,20,38,2,18,6,34,41,32,16,14,38,26,10,8,38,18,48,38,20,8,35,45,43,3,31,26,33,19,18,25,25,40,13,2,37,38,38,32,5,31,10,29,24,48,37,49,D
2,6,17,17,13,33,41,35,25,30,50,19,33,1,29,31,38,47,50,44,36,32,30,24,25,18,46,26,6,10,28,17,13,25,40,18,27,24,15,17,47,8,41,4,30,45,6,40,46,21,12,D
2,6,5,29,27,47,24,18,15,46,31,31,48,7,50,44,3,22,47,7,2,25,40,44,1,22,25,50,44,13,40,42,13,9,3,16,5,27,16,19,35,31,35,48,47,11,49,41,38,39,45,D
2,6,36,4,26,46,10,35,22,13,5,35,21,48,10,6,12,37,2,32,6,35,34,17,43,16,12,17,47,9,33,36,14,21,16,23,5,50,9,12,9,48,20,37,37,24,20,37,31,35,29,D
2,6,7,33,40,18,40,38,6,21,36,47,30,42,5,45,46,47,50,1,42,23,43,22,7,1,46,5,3,22,28,29,40,39,20,4,13,50,27,3,18,41,24,17,46,7,22,39,22,34,22,D
2,6,31,26,11,6,29,45,6,25,47,46,4,39,5,36,1,33,19,10,49,35,41,11,31,28,27,41,44,32,11,37,34,28,17,2,44,33,47,37,46,20,26,26,29,13,26,19,15,43,8,D
2,6,34,2,42,13,12,21,35,1,41,22,8,11,40,26,32,42,49,4,31,35,10,4,11,18,40,49,10,39,40,30,29,37,15,22,27,38,38,3,28,29,47,46,37,15,7,18,17,34,28,D
2,6,3,17,30,45,12,33,25,34,29,29,39,46,32,15,40,26,29,10,42,1,45,20,45,23,28,46,16,27,21,8,9,25,13,19,3,8,13,46,50,49,11,30,17,1,14,41,45,36,30,D
2,6,22,3,28,3,12,13,18,13,46,32,24,17,7,48,11,25,36,3,34,42,46,28,2,25,35,43,23,33,42,22,10,21,18,12,39,43,46,7,46,20,9,49,48,36,40,5,37,18,28,D
2,6,33,23,28,5,43,43,36,16,26,2,10,44,3,23,38,32,33,11,3,41,32,26,10,31,23,23,17,50,25,29,49,13,44,21,27,50,31,21,30,40,9,37,19,34,40,8,29,3,14,D
2,6,2,29,38,26,16,21,27,46,3,25,46,27,39,16,32,44,40,33,40,46,1,26,3,43,13,10,50,2,7,28,50,45,31,31,43,20,4,14,31,46,37,24,42,31,16,35,37,5,48,D
2,6,40,40,4,48,17,7,15,43,7,6,36,36,42,7,43,27,8,12,8,36,20,37,28,39,23,45,39,2,16,20,42,33,35,32,30,2,6,26,13,19,3,36,1,22,5,16,14,10,7,D
2,6,18,45,27,32,29,24,10,47,21,32,3,5,28,7,45,27,31,38,29,33,40,48,7,38,39,6,38,35,44,30,1,24,49,7,31,23,20,45,47,34,33,27,46,11,47,38,18,41,48,D
2,6,19,32,16,1,48,39,43,38,10,24,29,26,38,5,1,21,30,33,8,19,26,11,40,50,49,16,39,17,9,14,40,43,38,31,28,6,47,37,32,17,26,47,23,27,50,30,19,23,42,D
2,6,34,3,20,25,11,17,31,41,7,49,16,17,3,30,24,2,6,24,43,39,20,44,41,7,38,28,40,50,29,3,1,43,23,47,42,12,5,13,46,32,18,19,14,17,35,26,5,47,33,D
2,6,22,36,9,17,22,9,11,13,11,30,7,34,40,47,24,3,17,20,3,11,18,39,50,43,40,33,9,33,1,25,8,45,19,14,30,20,25,23,38,15,16,37,41,29,3,32,20,8,24,D
2,6,50,44,34,29,31,3,27,2,36,29,1,5,39,22,26,20,7,41,50,21,44,15,50,45,18,15,15,26,19,47,27,42,18,41,41,44,17,36,28,13,36,50,16,12,34,1,16,15,50,D
2,6,34,15,28,40,17,50,28,27,41,27,28,13,38,37,15,13,28,32,6,40,7,43,44,42,14,19,50,36,44,11,39,19,48,22,2,22,8,29,7,23,2,46,49,33,47,19,8,23,1,D
2,6,48,37,38,19,44,19,47,48,26,41,40,39,45,47,47,21,24,11,13,6,36,21,25,49,48,6,2,34,30,16,43,35,18,36,31,26,50,50,24,12,3,13,19,49,17,27,19,6,17,D
2,6,9,6,12,6,2,36,18,48,3,38,28,10,35,2,10,2,26,50,18,42,32,14,31,49,5,43,35,46,40,47,23,50,9,41,49,46,26,40,8,4,20,24,9,23,15,46,43,47,24,D
2,6,20,21,50,43,21,47,23,17,30,18,44,32,3,25,15,5,33,38,18,25,14,2,29,47,19,6,31,33,37,45,18,46,40,49,47,39,16,2,13,50,8,47,38,37,28,34,33,26,30,D
2,6,44,32,12,38,20,16,21,13,24,13,23,43,3,28,28,16,49,29,19,22,35,24,47,50,15,24,35,14,20,41,39,50,49,32,38,50,32,49,21,2,7,5,22,2,2,16,42,44,16,D
